1	1
1	3
3	3
3	1
5	1
7	1
7	3
5	3
5	5
7	5
7	7
5	7
3	7
3	5
1	5
1	7
1	9
3	9
3	11
1	11
1	13
1	15
3	15
3	13
5	13
5	15
7	15
7	13
7	11
5	11
5	9
7	9
9	9
11	9
11	11
9	11
9	13
9	15
11	15
11	13
13	13
13	15
15	15
15	13
15	11
13	11
13	9
15	9
15	7
15	5
13	5
13	7
11	7
9	7
9	5
11	5
11	3
9	3
9	1
11	1
13	1
13	3
15	3
15	1
