0.5	0.5	192
1.5	0.5	448
0.5	1.5	704
1.5	1.5	960
2.5	0.5	1216
3.5	0.5	1472
2.5	1.5	1728
3.5	1.5	1984
0.5	2.5	2240
1.5	2.5	2496
0.5	3.5	2752
1.5	3.5	3008
2.5	2.5	3264
3.5	2.5	3520
2.5	3.5	3776
3.5	3.5	4032
4.5	0.5	4288
5.5	0.5	4544
4.5	1.5	4800
5.5	1.5	5056
6.5	0.5	5312
7.5	0.5	5568
6.5	1.5	5824
7.5	1.5	6080
4.5	2.5	6336
5.5	2.5	6592
4.5	3.5	6848
5.5	3.5	7104
6.5	2.5	7360
7.5	2.5	7616
6.5	3.5	7872
7.5	3.5	8128
0.5	4.5	8384
1.5	4.5	8640
0.5	5.5	8896
1.5	5.5	9152
2.5	4.5	9408
3.5	4.5	9664
2.5	5.5	9920
3.5	5.5	10176
0.5	6.5	10432
1.5	6.5	10688
0.5	7.5	10944
1.5	7.5	11200
2.5	6.5	11456
3.5	6.5	11712
2.5	7.5	11968
3.5	7.5	12224
4.5	4.5	12480
5.5	4.5	12736
4.5	5.5	12992
5.5	5.5	13248
6.5	4.5	13504
7.5	4.5	13760
6.5	5.5	14016
7.5	5.5	14272
4.5	6.5	14528
5.5	6.5	14784
4.5	7.5	15040
5.5	7.5	15296
6.5	6.5	15552
7.5	6.5	15808
6.5	7.5	16064
7.5	7.5	16320
8.5	0.5	16576
9.5	0.5	16832
8.5	1.5	17088
9.5	1.5	17344
10.5	0.5	17600
11.5	0.5	17856
10.5	1.5	18112
11.5	1.5	18368
8.5	2.5	18624
9.5	2.5	18880
8.5	3.5	19136
9.5	3.5	19392
10.5	2.5	19648
11.5	2.5	19904
10.5	3.5	20160
11.5	3.5	20416
12.5	0.5	20672
13.5	0.5	20928
12.5	1.5	21184
13.5	1.5	21440
14.5	0.5	21696
15.5	0.5	21952
14.5	1.5	22208
15.5	1.5	22464
12.5	2.5	22720
13.5	2.5	22976
12.5	3.5	23232
13.5	3.5	23488
14.5	2.5	23744
15.5	2.5	24000
14.5	3.5	24256
15.5	3.5	24512
8.5	4.5	24768
9.5	4.5	25024
8.5	5.5	25280
9.5	5.5	25536
10.5	4.5	25792
11.5	4.5	26048
10.5	5.5	26304
11.5	5.5	26560
8.5	6.5	26816
9.5	6.5	27072
8.5	7.5	27328
9.5	7.5	27584
10.5	6.5	27840
11.5	6.5	28096
10.5	7.5	28352
11.5	7.5	28608
12.5	4.5	28864
13.5	4.5	29120
12.5	5.5	29376
13.5	5.5	29632
14.5	4.5	29888
15.5	4.5	30144
14.5	5.5	30400
15.5	5.5	30656
12.5	6.5	30912
13.5	6.5	31168
12.5	7.5	31424
13.5	7.5	31680
14.5	6.5	31936
15.5	6.5	32192
14.5	7.5	32448
15.5	7.5	32704
0.5	8.5	32960
1.5	8.5	33216
0.5	9.5	33472
1.5	9.5	33728
2.5	8.5	33984
3.5	8.5	34240
2.5	9.5	34496
3.5	9.5	34752
0.5	10.5	35008
1.5	10.5	35264
0.5	11.5	35520
1.5	11.5	35776
2.5	10.5	36032
3.5	10.5	36288
2.5	11.5	36544
3.5	11.5	36800
4.5	8.5	37056
5.5	8.5	37312
4.5	9.5	37568
5.5	9.5	37824
6.5	8.5	38080
7.5	8.5	38336
6.5	9.5	38592
7.5	9.5	38848
4.5	10.5	39104
5.5	10.5	39360
4.5	11.5	39616
5.5	11.5	39872
6.5	10.5	40128
7.5	10.5	40384
6.5	11.5	40640
7.5	11.5	40896
0.5	12.5	41152
1.5	12.5	41408
0.5	13.5	41664
1.5	13.5	41920
2.5	12.5	42176
3.5	12.5	42432
2.5	13.5	42688
3.5	13.5	42944
0.5	14.5	43200
1.5	14.5	43456
0.5	15.5	43712
1.5	15.5	43968
2.5	14.5	44224
3.5	14.5	44480
2.5	15.5	44736
3.5	15.5	44992
4.5	12.5	45248
5.5	12.5	45504
4.5	13.5	45760
5.5	13.5	46016
6.5	12.5	46272
7.5	12.5	46528
6.5	13.5	46784
7.5	13.5	47040
4.5	14.5	47296
5.5	14.5	47552
4.5	15.5	47808
5.5	15.5	48064
6.5	14.5	48320
7.5	14.5	48576
6.5	15.5	48832
7.5	15.5	49088
8.5	8.5	49344
9.5	8.5	49600
8.5	9.5	49856
9.5	9.5	50112
10.5	8.5	50368
11.5	8.5	50624
10.5	9.5	50880
11.5	9.5	51136
8.5	10.5	51392
9.5	10.5	51648
8.5	11.5	51904
9.5	11.5	52160
10.5	10.5	52416
11.5	10.5	52672
10.5	11.5	52928
11.5	11.5	53184
12.5	8.5	53440
13.5	8.5	53696
12.5	9.5	53952
13.5	9.5	54208
14.5	8.5	54464
15.5	8.5	54720
14.5	9.5	54976
15.5	9.5	55232
12.5	10.5	55488
13.5	10.5	55744
12.5	11.5	56000
13.5	11.5	56256
14.5	10.5	56512
15.5	10.5	56768
14.5	11.5	57024
15.5	11.5	57280
8.5	12.5	57536
9.5	12.5	57792
8.5	13.5	58048
9.5	13.5	58304
10.5	12.5	58560
11.5	12.5	58816
10.5	13.5	59072
11.5	13.5	59328
8.5	14.5	59584
9.5	14.5	59840
8.5	15.5	60096
9.5	15.5	60352
10.5	14.5	60608
11.5	14.5	60864
10.5	15.5	61120
11.5	15.5	61376
12.5	12.5	61632
13.5	12.5	61888
12.5	13.5	62144
13.5	13.5	62400
14.5	12.5	62656
15.5	12.5	62912
14.5	13.5	63168
15.5	13.5	63424
12.5	14.5	63680
13.5	14.5	63936
12.5	15.5	64192
13.5	15.5	64448
